Gene stable ID	Mouse gene stable ID	Mouse gene name
ENSG00000033170	ENSMUSG00000021065	Fut8
ENSG00000033178	ENSMUSG00000035898	Uba6
ENSG00000033327	ENSMUSG00000004508	Gab2
ENSG00000033627	ENSMUSG00000019302	Atp6v0a1
ENSG00000033800	ENSMUSG00000032405	Pias1
ENSG00000033867	ENSMUSG00000021733	Slc4a7
ENSG00000034053	ENSMUSG00000030519	Apba2
ENSG00000034152	ENSMUSG00000018932	Map2k3
ENSG00000034239	ENSMUSG00000068617	Efcab1
ENSG00000034510	ENSMUSG00000079523	Tmsb10
ENSG00000034510	ENSMUSG00000091955	Gm9844
ENSG00000034533	ENSMUSG00000032567	Aste1
ENSG00000034677	ENSMUSG00000022280	Rnf19a
ENSG00000034693	ENSMUSG00000019809	Pex3
ENSG00000034713	ENSMUSG00000031950	Gabarapl2
ENSG00000034971	ENSMUSG00000026697	Myoc
ENSG00000035115	ENSMUSG00000020669	Sh3yl1
ENSG00000035141	ENSMUSG00000057497	Fam136a
ENSG00000035403	ENSMUSG00000021823	Vcl
ENSG00000035499	ENSMUSG00000021697	Depdc1b
ENSG00000035664	ENSMUSG00000032380	Dapk2
ENSG00000035681	ENSMUSG00000028245	Nsmaf
ENSG00000035687	ENSMUSG00000015961	Adss
ENSG00000035720	ENSMUSG00000029254	Stap1
ENSG00000035862	ENSMUSG00000017466	Timp2
ENSG00000035928	ENSMUSG00000029191	Rfc1
ENSG00000036054	ENSMUSG00000022749	Tbc1d23
ENSG00000036257	ENSMUSG00000004364	Cul3
ENSG00000036448	ENSMUSG00000031461	Myom2
ENSG00000036473	ENSMUSG00000031173	Otc
ENSG00000036530	ENSMUSG00000021259	Cyp46a1
ENSG00000036549	ENSMUSG00000039068	Zzz3
ENSG00000036565	ENSMUSG00000036330	Slc18a1
ENSG00000036672	ENSMUSG00000032010	Usp2
ENSG00000036828	ENSMUSG00000051980	Casr
ENSG00000037042	ENSMUSG00000045007	Tubg2
ENSG00000037280	ENSMUSG00000020357	Flt4
ENSG00000037474	ENSMUSG00000021595	Nsun2
ENSG00000037637	ENSMUSG00000028920	Fbxo42
ENSG00000037749	ENSMUSG00000020522	Mfap3
ENSG00000037757	ENSMUSG00000004996	Mri1
ENSG00000037897	ENSMUSG00000006732	Mettl1
ENSG00000037965	ENSMUSG00000001657	Hoxc8
ENSG00000038002	ENSMUSG00000031521	Aga
ENSG00000038210	ENSMUSG00000029186	Pi4k2b
ENSG00000038219	ENSMUSG00000061755	Bod1l
ENSG00000038274	ENSMUSG00000042032	Mat2b
ENSG00000038295	ENSMUSG00000053626	Tll1
ENSG00000038358	ENSMUSG00000036270	Edc4
ENSG00000038382	ENSMUSG00000022263	Trio
ENSG00000038427	ENSMUSG00000021614	Vcan
ENSG00000038532	ENSMUSG00000068663	Clec16a
ENSG00000038945	ENSMUSG00000025044	Msr1
ENSG00000039068	ENSMUSG00000000303	Cdh1
ENSG00000039123	ENSMUSG00000016018	Mtrex
ENSG00000039139	ENSMUSG00000022262	Dnah5
ENSG00000039523	ENSMUSG00000038604	Ripor1
ENSG00000039537	ENSMUSG00000022181	C6
ENSG00000039560	ENSMUSG00000022246	Rai14
ENSG00000039600	ENSMUSG00000040489	Sox30
ENSG00000039650	ENSMUSG00000002963	Pnkp
ENSG00000039987	ENSMUSG00000052819	Best2
ENSG00000040199	ENSMUSG00000031732	Phlpp2
ENSG00000040275	ENSMUSG00000069910	Spdl1
ENSG00000040341	ENSMUSG00000025920	Stau2
ENSG00000040487	ENSMUSG00000028744	Pqlc2
ENSG00000040531	ENSMUSG00000005949	Ctns
ENSG00000040608	ENSMUSG00000043811	Rtn4r
ENSG00000040633	ENSMUSG00000018572	Phf23
ENSG00000040731	ENSMUSG00000022321	Cdh10
ENSG00000040933	ENSMUSG00000026113	Inpp4a
ENSG00000041353	ENSMUSG00000024511	Rab27b
ENSG00000041357	ENSMUSG00000032301	Psma4
ENSG00000041515	ENSMUSG00000039057	Myo16
ENSG00000041802	ENSMUSG00000022538	Lsg1
ENSG00000041880	ENSMUSG00000023249	Parp3
ENSG00000041982	ENSMUSG00000028364	Tnc
ENSG00000041988	ENSMUSG00000039759	Thap3
ENSG00000042062	ENSMUSG00000074577	Ripor3
ENSG00000042088	ENSMUSG00000021177	Tdp1
ENSG00000042286	ENSMUSG00000020085	Aifm2
ENSG00000042317	ENSMUSG00000021007	Spata7
ENSG00000042429	ENSMUSG00000031935	Med17
ENSG00000042445	ENSMUSG00000056666	Retsat
ENSG00000042493	ENSMUSG00000056737	Capg
ENSG00000042753	ENSMUSG00000008036	Ap2s1
ENSG00000042781	ENSMUSG00000026609	Ush2a
ENSG00000042813	ENSMUSG00000020193	Zpbp
ENSG00000042832	ENSMUSG00000053469	Tg
ENSG00000042980	ENSMUSG00000014725	Adam28
ENSG00000043039	ENSMUSG00000032033	Barx2
ENSG00000043093	ENSMUSG00000027708	Dcun1d1
ENSG00000043093	ENSMUSG00000113255	Tes3-ps
ENSG00000043143	ENSMUSG00000020387	Jade2
ENSG00000043355	ENSMUSG00000061524	Zic2
ENSG00000043462	ENSMUSG00000002699	Lcp2
ENSG00000043514	ENSMUSG00000028653	Trit1
ENSG00000043591	ENSMUSG00000035283	Adrb1
ENSG00000044012	ENSMUSG00000032978	Guca2b
ENSG00000044090	ENSMUSG00000038545	Cul7
ENSG00000044115	ENSMUSG00000037815	Ctnna1
ENSG00000044446	ENSMUSG00000031295	Phka2
ENSG00000044459	ENSMUSG00000038070	Cntln
ENSG00000044524	ENSMUSG00000052504	Epha3
ENSG00000044574	ENSMUSG00000026864	Hspa5
ENSG00000046604	ENSMUSG00000044393	Dsg2
ENSG00000046647	ENSMUSG00000040621	Gemin8
ENSG00000046651	ENSMUSG00000040586	Ofd1
ENSG00000046653	ENSMUSG00000031342	Gpm6b
ENSG00000046889	ENSMUSG00000048960	Prex2
ENSG00000047056	ENSMUSG00000021147	Wdr37
ENSG00000047188	ENSMUSG00000034653	Ythdc2
ENSG00000047230	ENSMUSG00000031360	Ctps2
ENSG00000047249	ENSMUSG00000033793	Atp6v1h
ENSG00000047315	ENSMUSG00000029250	Polr2b
ENSG00000047346	ENSMUSG00000034858	Fam214a
ENSG00000047365	ENSMUSG00000037999	Arap2
ENSG00000047410	ENSMUSG00000006005	Tpr
ENSG00000047457	ENSMUSG00000003617	Cp
ENSG00000047578	ENSMUSG00000032743	D430042O09Rik
ENSG00000047579	ENSMUSG00000057531	Dtnbp1
ENSG00000047597	ENSMUSG00000015342	Xk
ENSG00000047617	ENSMUSG00000038115	Ano2
ENSG00000047621	ENSMUSG00000030347	D6Wsu163e
ENSG00000047648	ENSMUSG00000031355	Arhgap6
ENSG00000047662	ENSMUSG00000015879	Fam184b
ENSG00000047849	ENSMUSG00000032479	Map4
ENSG00000047932	ENSMUSG00000019861	Gopc
ENSG00000047936	ENSMUSG00000019893	Ros1
ENSG00000048028	ENSMUSG00000032267	Usp28
ENSG00000048052	ENSMUSG00000004698	Hdac9
ENSG00000048140	ENSMUSG00000025875	Tspan17
ENSG00000048342	ENSMUSG00000039765	Cc2d2a
ENSG00000048392	ENSMUSG00000022292	Rrm2b
ENSG00000048405	ENSMUSG00000039841	Zfp800
ENSG00000048462	ENSMUSG00000022496	Tnfrsf17
ENSG00000048471	ENSMUSG00000071669	Snx29
ENSG00000048540	ENSMUSG00000030226	Lmo3
ENSG00000048544	ENSMUSG00000034729	Mrps10
ENSG00000048545	ENSMUSG00000023982	Guca1a
ENSG00000048649	ENSMUSG00000035623	Rsf1
ENSG00000048707	ENSMUSG00000020220	Vps13d
ENSG00000048740	ENSMUSG00000002107	Celf2
ENSG00000048828	ENSMUSG00000038014	Fam120a
ENSG00000048991	ENSMUSG00000056211	R3hdm1
ENSG00000049089	ENSMUSG00000028626	Col9a2
ENSG00000049130	ENSMUSG00000019966	Kitl
ENSG00000049167	ENSMUSG00000021694	Ercc8
ENSG00000049192	ENSMUSG00000046169	Adamts6
ENSG00000049239	ENSMUSG00000028980	H6pd
ENSG00000049245	ENSMUSG00000028955	Vamp3
ENSG00000049246	ENSMUSG00000028957	Per3
ENSG00000049247	ENSMUSG00000028963	Uts2
ENSG00000049249	ENSMUSG00000028965	Tnfrsf9
ENSG00000049283	ENSMUSG00000010080	Epn3
ENSG00000049323	ENSMUSG00000001870	Ltbp1
ENSG00000049449	ENSMUSG00000005973	Rcn1
ENSG00000049540	ENSMUSG00000029675	Eln
ENSG00000049541	ENSMUSG00000023104	Rfc2
ENSG00000049618	ENSMUSG00000069729	Arid1b
ENSG00000049656	ENSMUSG00000021610	Clptm1l
ENSG00000049759	ENSMUSG00000024589	Nedd4l
ENSG00000049768	ENSMUSG00000039521	Foxp3
ENSG00000049769	ENSMUSG00000039556	Ppp1r3f
ENSG00000049860	ENSMUSG00000021665	Hexb
ENSG00000049883	ENSMUSG00000021650	Ptcd2
ENSG00000050030	ENSMUSG00000046449	Nexmif
ENSG00000050130	ENSMUSG00000005078	Jkamp
ENSG00000050130	ENSMUSG00000056197	4931417E11Rik
ENSG00000050165	ENSMUSG00000030772	Dkk3
ENSG00000050327	ENSMUSG00000033542	Arhgef5
ENSG00000050344	ENSMUSG00000029832	Nfe2l3
ENSG00000050393	ENSMUSG00000021371	Mcur1
ENSG00000050405	ENSMUSG00000023022	Lima1
ENSG00000050426	ENSMUSG00000037353	Letmd1
ENSG00000050438	ENSMUSG00000023032	Slc4a8
ENSG00000050555	ENSMUSG00000026840	Lamc3
ENSG00000050628	ENSMUSG00000040016	Ptger3
ENSG00000050730	ENSMUSG00000044162	Tnip3
ENSG00000050748	ENSMUSG00000020366	Mapk9
ENSG00000050767	ENSMUSG00000063564	Col23a1
ENSG00000050820	ENSMUSG00000031955	Bcar1
ENSG00000051009	ENSMUSG00000044465	Fam160a2
ENSG00000051108	ENSMUSG00000031770	Herpud1
ENSG00000051128	ENSMUSG00000003573	Homer3
ENSG00000051180	ENSMUSG00000027323	Rad51
ENSG00000051341	ENSMUSG00000034206	Polq
ENSG00000051382	ENSMUSG00000032462	Pik3cb
ENSG00000051523	ENSMUSG00000006519	Cyba
ENSG00000051596	ENSMUSG00000025872	Thoc3
ENSG00000051620	ENSMUSG00000019853	Hebp2
ENSG00000051825	ENSMUSG00000038126	Mphosph9
ENSG00000052126	ENSMUSG00000030231	Plekha5
ENSG00000052344	ENSMUSG00000030800	Prss8
ENSG00000052723	ENSMUSG00000027854	Sike1
ENSG00000052749	ENSMUSG00000035049	Rrp12
ENSG00000052795	ENSMUSG00000061175	Fnip2
ENSG00000052802	ENSMUSG00000031604	Msmo1
ENSG00000052841	ENSMUSG00000027194	Ttc17
ENSG00000052850	ENSMUSG00000040310	Alx4
ENSG00000053108	ENSMUSG00000036264	Fstl4
ENSG00000053254	ENSMUSG00000033713	Foxn3
ENSG00000053328	ENSMUSG00000045555	Mettl24
ENSG00000053372	ENSMUSG00000028741	Mrto4
ENSG00000053501	ENSMUSG00000002395	Use1
ENSG00000053702	ENSMUSG00000001520	Nrip2
ENSG00000053702	ENSMUSG00000108011	Gm44596
ENSG00000053747	ENSMUSG00000024421	Lama3
ENSG00000053770	ENSMUSG00000036291	Ap5m1
ENSG00000053900	ENSMUSG00000029176	Anapc4
ENSG00000053918	ENSMUSG00000009545	Kcnq1
ENSG00000054116	ENSMUSG00000028847	Trappc3
ENSG00000054118	ENSMUSG00000043962	Thrap3
ENSG00000054148	ENSMUSG00000036504	Phpt1
ENSG00000054179	ENSMUSG00000015085	Entpd2
ENSG00000054219	ENSMUSG00000026980	Ly75
ENSG00000054267	ENSMUSG00000039219	Arid4b
ENSG00000054277	ENSMUSG00000026525	Opn3
ENSG00000054282	ENSMUSG00000026504	Sdccag8
ENSG00000054356	ENSMUSG00000026204	Ptprn
ENSG00000054392	ENSMUSG00000037375	Hhat
ENSG00000054523	ENSMUSG00000063077	Kif1b
ENSG00000054598	ENSMUSG00000050295	Foxc1
ENSG00000054611	ENSMUSG00000051864	Tbc1d22a
ENSG00000054654	ENSMUSG00000063450	Syne2
ENSG00000054690	ENSMUSG00000060716	Plekhh1
ENSG00000054793	ENSMUSG00000027546	Atp9a
ENSG00000054796	ENSMUSG00000005883	Spo11
ENSG00000054803	ENSMUSG00000067578	Cbln4
ENSG00000054938	ENSMUSG00000030732	Chrdl2
ENSG00000054965	ENSMUSG00000029461	Fam168a
ENSG00000054967	ENSMUSG00000008318	Relt
ENSG00000054983	ENSMUSG00000021003	Galc
ENSG00000055044	ENSMUSG00000026020	Nop58
ENSG00000055070	ENSMUSG00000040842	Szrd1
ENSG00000055118	ENSMUSG00000038319	Kcnh2
ENSG00000055130	ENSMUSG00000029686	Cul1
ENSG00000055147	ENSMUSG00000020523	Fam114a2
ENSG00000055163	ENSMUSG00000020340	Cyfip2
ENSG00000055208	ENSMUSG00000015755	Tab2
ENSG00000055211	ENSMUSG00000040006	Ginm1
ENSG00000055332	ENSMUSG00000024079	Eif2ak2
ENSG00000055483	ENSMUSG00000033909	Usp36
ENSG00000055609	ENSMUSG00000038056	Kmt2c
ENSG00000055732	ENSMUSG00000036853	Mcoln3
ENSG00000055813	ENSMUSG00000032878	Ccdc85a
ENSG00000055917	ENSMUSG00000020594	Pum2
ENSG00000055950	ENSMUSG00000025208	Mrpl43
ENSG00000055955	ENSMUSG00000021922	Itih4
ENSG00000055957	ENSMUSG00000006529	Itih1
ENSG00000056050	ENSMUSG00000038005	Hpf1
ENSG00000056097	ENSMUSG00000022201	Zfr
ENSG00000056277	ENSMUSG00000036916	Zfp280c
ENSG00000056291	ENSMUSG00000035528	Npffr2
ENSG00000056487	ENSMUSG00000016624	Phf21b
ENSG00000056558	ENSMUSG00000026875	Traf1
ENSG00000056586	ENSMUSG00000075376	Rc3h2
ENSG00000056736	ENSMUSG00000015966	Il17rb
ENSG00000056972	ENSMUSG00000019842	Traf3ip2
ENSG00000057019	ENSMUSG00000035107	Dcbld2
ENSG00000057149	ENSMUSG00000044594	Serpinb3a
ENSG00000057149	ENSMUSG00000058017	Serpinb3d
ENSG00000057149	ENSMUSG00000073601	Serpinb3c
ENSG00000057149	ENSMUSG00000073602	Serpinb3b
ENSG00000057252	ENSMUSG00000026600	Soat1
ENSG00000057294	ENSMUSG00000041957	Pkp2
ENSG00000057468	ENSMUSG00000005493	Msh4
ENSG00000057593	ENSMUSG00000031443	F7
ENSG00000057608	ENSMUSG00000021218	Gdi2
ENSG00000057657	ENSMUSG00000038151	Prdm1
ENSG00000057663	ENSMUSG00000038160	Atg5
ENSG00000057704	ENSMUSG00000020023	Tmcc3
ENSG00000057757	ENSMUSG00000028669	Pithd1
ENSG00000057935	ENSMUSG00000055817	Mta3
ENSG00000058056	ENSMUSG00000056900	Usp13
ENSG00000058063	ENSMUSG00000037400	Atp11b
ENSG00000058085	ENSMUSG00000026479	Lamc2
ENSG00000058091	ENSMUSG00000028926	Cdk14
ENSG00000058262	ENSMUSG00000030082	Sec61a1
ENSG00000058272	ENSMUSG00000019907	Ppp1r12a
ENSG00000058335	ENSMUSG00000032356	Rasgrf1
ENSG00000058404	ENSMUSG00000057897	Camk2b
ENSG00000058453	ENSMUSG00000040860	Crocc
ENSG00000058600	ENSMUSG00000030880	Polr3e
ENSG00000058668	ENSMUSG00000026463	Atp2b4
ENSG00000058673	ENSMUSG00000102976	Zc3h11a
ENSG00000058673	ENSMUSG00000116275	Zc3h11a
ENSG00000058729	ENSMUSG00000116564	Riok2
ENSG00000058799	ENSMUSG00000057375	Yipf1
ENSG00000058804	ENSMUSG00000028614	Ndc1
ENSG00000058866	ENSMUSG00000022861	Dgkg
ENSG00000059122	ENSMUSG00000040097	Flywch1
ENSG00000059145	ENSMUSG00000015127	Unkl
ENSG00000059377	ENSMUSG00000029925	Tbxas1
ENSG00000059378	ENSMUSG00000038507	Parp12
ENSG00000059573	ENSMUSG00000025007	Aldh18a1
ENSG00000059588	ENSMUSG00000090290	Tarbp1
ENSG00000059691	ENSMUSG00000028085	Gatb
ENSG00000059728	ENSMUSG00000001156	Mxd1
ENSG00000059758	ENSMUSG00000020015	Cdk17
ENSG00000059769	ENSMUSG00000070972	Dnajc25
ENSG00000059915	ENSMUSG00000037126	Psd
ENSG00000060069	ENSMUSG00000033323	Ctdp1
ENSG00000060138	ENSMUSG00000030189	Ybx3
ENSG00000060140	ENSMUSG00000032899	Styk1
ENSG00000060237	ENSMUSG00000045962	Wnk1
ENSG00000060339	ENSMUSG00000020074	Ccar1
ENSG00000060491	ENSMUSG00000049401	Ogfr
ENSG00000060558	ENSMUSG00000034792	Gna15
ENSG00000060566	ENSMUSG00000035041	Creb3l3
ENSG00000060642	ENSMUSG00000043257	Pigv
ENSG00000060656	ENSMUSG00000028909	Ptpru
ENSG00000060688	ENSMUSG00000074088	Snrnp40
ENSG00000060709	ENSMUSG00000029420	Rimbp2
ENSG00000060718	ENSMUSG00000027966	Col11a1
ENSG00000060749	ENSMUSG00000074994	Qser1
ENSG00000060762	ENSMUSG00000023861	Mpc1
ENSG00000060971	ENSMUSG00000010651	Acaa1b
ENSG00000060971	ENSMUSG00000036138	Acaa1a
ENSG00000060982	ENSMUSG00000030268	Bcat1
ENSG00000061273	ENSMUSG00000022475	Hdac7
ENSG00000061337	ENSMUSG00000036306	Lzts1
ENSG00000061455	ENSMUSG00000069378	Prdm6
ENSG00000061492	ENSMUSG00000012282	Wnt8a
ENSG00000061656	ENSMUSG00000038180	Spag4
ENSG00000061676	ENSMUSG00000027002	Nckap1
ENSG00000061794	ENSMUSG00000040112	Mrps35
ENSG00000061918	ENSMUSG00000028005	Gucy1b1
ENSG00000061936	ENSMUSG00000029439	Sfswap
ENSG00000061938	ENSMUSG00000022791	Tnk2
ENSG00000061987	ENSMUSG00000034602	Mon2
ENSG00000062038	ENSMUSG00000061048	Cdh3
ENSG00000062194	ENSMUSG00000032745	Gpbp1
ENSG00000062194	ENSMUSG00000116016	Gm49496
ENSG00000062282	ENSMUSG00000030747	Dgat2
ENSG00000062370	ENSMUSG00000052675	Zfp112
ENSG00000062485	ENSMUSG00000005683	Cs
ENSG00000062485	ENSMUSG00000046934	Csl
ENSG00000062524	ENSMUSG00000027297	Ltk
ENSG00000062582	ENSMUSG00000020477	Mrps24
ENSG00000062598	ENSMUSG00000017670	Elmo2
ENSG00000062650	ENSMUSG00000041408	Wapl
ENSG00000062716	ENSMUSG00000018171	Vmp1
ENSG00000062725	ENSMUSG00000018481	Appbp2
ENSG00000062822	ENSMUSG00000038644	Pold1
ENSG00000063015	ENSMUSG00000000632	Sez6
ENSG00000063046	ENSMUSG00000058655	Eif4b
ENSG00000063127	ENSMUSG00000094152	Slc6a16
ENSG00000063169	ENSMUSG00000070808	Bicra
ENSG00000063176	ENSMUSG00000057342	Sphk2
ENSG00000063177	ENSMUSG00000059070	Rpl18
ENSG00000063180	ENSMUSG00000003273	Car11
ENSG00000063241	ENSMUSG00000052605	Isoc2b
ENSG00000063241	ENSMUSG00000086784	Isoc2a
ENSG00000063244	ENSMUSG00000030435	U2af2
ENSG00000063245	ENSMUSG00000035203	Epn1
ENSG00000063322	ENSMUSG00000003444	Med29
ENSG00000063515	ENSMUSG00000022738	Gsc2
ENSG00000063601	ENSMUSG00000015214	Mtmr1
ENSG00000063660	ENSMUSG00000034220	Gpc1
ENSG00000063761	ENSMUSG00000021044	Adck1
ENSG00000063854	ENSMUSG00000024158	Hagh
ENSG00000063978	ENSMUSG00000029110	Rnf4
ENSG00000064012	ENSMUSG00000026029	Casp8
ENSG00000064042	ENSMUSG00000037736	Limch1
ENSG00000064102	ENSMUSG00000040250	Ints13
ENSG00000064115	ENSMUSG00000040234	Tm7sf3
ENSG00000064195	ENSMUSG00000001510	Dlx3
ENSG00000064199	ENSMUSG00000001948	Spa17
ENSG00000064201	ENSMUSG00000000244	Tspan32
ENSG00000064205	ENSMUSG00000027656	Ccn5
ENSG00000064218	ENSMUSG00000042372	Dmrt3
ENSG00000064225	ENSMUSG00000022747	St3gal6
ENSG00000064270	ENSMUSG00000034112	Atp2c2
ENSG00000064300	ENSMUSG00000000120	Ngfr
ENSG00000064309	ENSMUSG00000038119	Cdon
ENSG00000064313	ENSMUSG00000037343	Taf2
ENSG00000064393	ENSMUSG00000061436	Hipk2
ENSG00000064419	ENSMUSG00000012535	Tnpo3
ENSG00000064489	ENSMUSG00000002345	Borcs8
ENSG00000064490	ENSMUSG00000036120	Rfxank
ENSG00000064545	ENSMUSG00000002342	Tmem161a
ENSG00000064547	ENSMUSG00000031861	Lpar2
ENSG00000064601	ENSMUSG00000017760	Ctsa
ENSG00000064607	ENSMUSG00000036054	Sugp2
ENSG00000064651	ENSMUSG00000024597	Slc12a2
ENSG00000064652	ENSMUSG00000024535	Snx24
ENSG00000064655	ENSMUSG00000017897	Eya2
ENSG00000064666	ENSMUSG00000004665	Cnn2
ENSG00000064687	ENSMUSG00000035722	Abca7
ENSG00000064692	ENSMUSG00000024534	Sncaip
ENSG00000064703	ENSMUSG00000027905	Ddx20
ENSG00000064726	ENSMUSG00000025103	Btbd1
ENSG00000064763	ENSMUSG00000030303	Far2
ENSG00000064787	ENSMUSG00000013523	Bcas1
ENSG00000064835	ENSMUSG00000004842	Pou1f1
ENSG00000064932	ENSMUSG00000035673	Sbno2
ENSG00000064933	ENSMUSG00000026098	Pms1
ENSG00000064961	ENSMUSG00000020232	Hmg20b
ENSG00000064989	ENSMUSG00000059588	Calcrl
ENSG00000064995	ENSMUSG00000024218	Taf11
ENSG00000064999	ENSMUSG00000024219	Anks1
ENSG00000065000	ENSMUSG00000020198	Ap3d1
ENSG00000065029	ENSMUSG00000024220	Zfp523
ENSG00000065054	ENSMUSG00000002504	Slc9a3r2
ENSG00000065057	ENSMUSG00000041429	Nthl1
ENSG00000065060	ENSMUSG00000039512	Uhrf1bp1
ENSG00000065135	ENSMUSG00000000001	Gnai3
ENSG00000065150	ENSMUSG00000030662	Ipo5
ENSG00000065154	ENSMUSG00000030934	Oat
ENSG00000065183	ENSMUSG00000033285	Wdr3
ENSG00000065243	ENSMUSG00000004591	Pkn2
ENSG00000065268	ENSMUSG00000035754	Wdr18
ENSG00000065308	ENSMUSG00000041779	Tram2
ENSG00000065320	ENSMUSG00000020902	Ntn1
ENSG00000065325	ENSMUSG00000049928	Glp2r
ENSG00000065328	ENSMUSG00000026669	Mcm10
ENSG00000065357	ENSMUSG00000025357	Dgka
ENSG00000065361	ENSMUSG00000018166	Erbb3
ENSG00000065371	ENSMUSG00000022832	Ropn1
ENSG00000065413	ENSMUSG00000052331	Ankrd44
ENSG00000065427	ENSMUSG00000031948	Kars
ENSG00000065457	ENSMUSG00000031949	Adat1
ENSG00000065485	ENSMUSG00000022844	Pdia5
ENSG00000065491	ENSMUSG00000042203	Tbc1d22b
ENSG00000065518	ENSMUSG00000022820	Ndufb4
ENSG00000065526	ENSMUSG00000040761	Spen
ENSG00000065534	ENSMUSG00000022836	Mylk
ENSG00000065548	ENSMUSG00000027091	Zc3h15
ENSG00000065559	ENSMUSG00000033352	Map2k4
ENSG00000065600	ENSMUSG00000026627	Pacc1
ENSG00000065609	ENSMUSG00000033419	Snap91
ENSG00000065613	ENSMUSG00000025060	Slk
ENSG00000065615	ENSMUSG00000032872	Cyb5r4
ENSG00000065618	ENSMUSG00000025064	Col17a1
ENSG00000065621	ENSMUSG00000025069	Gsto2
ENSG00000065665	ENSMUSG00000025816	Sec61a2
ENSG00000065675	ENSMUSG00000026778	Prkcq
ENSG00000065717	ENSMUSG00000034771	Tle2
ENSG00000065802	ENSMUSG00000026311	Asb1
ENSG00000065809	ENSMUSG00000026655	Fam107b
ENSG00000065833	ENSMUSG00000032418	Me1
ENSG00000065882	ENSMUSG00000029174	Tbc1d1
ENSG00000065883	ENSMUSG00000041297	Cdk13
ENSG00000065911	ENSMUSG00000005667	Mthfd2
ENSG00000065923	ENSMUSG00000037341	Slc9a7
ENSG00000065970	ENSMUSG00000003154	Foxj2
ENSG00000065989	ENSMUSG00000032177	Pde4a
ENSG00000066027	ENSMUSG00000026626	Ppp2r5a
ENSG00000066032	ENSMUSG00000063063	Ctnna2
ENSG00000066044	ENSMUSG00000040028	Elavl1
ENSG00000066056	ENSMUSG00000033191	Tie1
ENSG00000066084	ENSMUSG00000023026	Dip2b
ENSG00000066117	ENSMUSG00000023018	Smarcd1
ENSG00000066135	ENSMUSG00000033326	Kdm4a
ENSG00000066136	ENSMUSG00000032897	Nfyc
ENSG00000066185	ENSMUSG00000070806	Zmynd12
ENSG00000066230	ENSMUSG00000036123	Slc9a3
ENSG00000066248	ENSMUSG00000026259	Ngef
ENSG00000066279	ENSMUSG00000033952	Aspm
ENSG00000066294	ENSMUSG00000038147	Cd84
ENSG00000066322	ENSMUSG00000006390	Elovl1
ENSG00000066336	ENSMUSG00000002111	Spi1
ENSG00000066379	ENSMUSG00000036315	Znrd1
ENSG00000066382	ENSMUSG00000016386	Mpped2
ENSG00000066405	ENSMUSG00000032473	Cldn18
ENSG00000066422	ENSMUSG00000022601	Zbtb11
ENSG00000066427	ENSMUSG00000021189	Atxn3
ENSG00000066455	ENSMUSG00000021192	Golga5
ENSG00000066468	ENSMUSG00000030849	Fgfr2
ENSG00000066557	ENSMUSG00000063052	Lrrc40
ENSG00000066583	ENSMUSG00000024601	Isoc1
ENSG00000066629	ENSMUSG00000058070	Eml1
ENSG00000066651	ENSMUSG00000019792	Trmt11
ENSG00000066654	ENSMUSG00000030942	Thumpd1
ENSG00000066697	ENSMUSG00000039693	Msantd3
ENSG00000066735	ENSMUSG00000021294	Kif26a
ENSG00000066739	ENSMUSG00000041341	Atg2b
ENSG00000066777	ENSMUSG00000067851	Arfgef1
ENSG00000066813	ENSMUSG00000030945	Acsm2
ENSG00000066827	ENSMUSG00000022335	Zfat
ENSG00000066855	ENSMUSG00000027601	Mtfr1
ENSG00000066923	ENSMUSG00000036928	Stag3
ENSG00000066926	ENSMUSG00000024588	Fech
ENSG00000066933	ENSMUSG00000039585	Myo9a
ENSG00000067048	ENSMUSG00000069045	Ddx3y
ENSG00000067057	ENSMUSG00000021196	Pfkp
ENSG00000067064	ENSMUSG00000058258	Idi1
ENSG00000067066	ENSMUSG00000094514	AC133103.3
ENSG00000067066	ENSMUSG00000094915	AC168977.2
ENSG00000067082	ENSMUSG00000000078	Klf6
ENSG00000067113	ENSMUSG00000021759	Plpp1
ENSG00000067141	ENSMUSG00000032340	Neo1
ENSG00000067167	ENSMUSG00000025935	Tram1
ENSG00000067177	ENSMUSG00000034055	Phka1
ENSG00000067182	ENSMUSG00000030341	Tnfrsf1a
ENSG00000067191	ENSMUSG00000020882	Cacnb1
ENSG00000067208	ENSMUSG00000011831	Evi5
ENSG00000067221	ENSMUSG00000032333	Stoml1
ENSG00000067225	ENSMUSG00000032294	Pkm
ENSG00000067248	ENSMUSG00000042426	Dhx29
ENSG00000067334	ENSMUSG00000039756	Dnttip2
ENSG00000067365	ENSMUSG00000039345	Mettl22
ENSG00000067369	ENSMUSG00000043909	Trp53bp1
ENSG00000067445	ENSMUSG00000025272	Tro
ENSG00000067533	ENSMUSG00000001305	Rrp15
ENSG00000067560	ENSMUSG00000007815	Rhoa
ENSG00000067596	ENSMUSG00000034931	Dhx8
ENSG00000067606	ENSMUSG00000029053	Prkcz
ENSG00000067646	ENSMUSG00000079509	Zfx
ENSG00000067704	ENSMUSG00000026618	Iars2
ENSG00000067715	ENSMUSG00000035864	Syt1
ENSG00000067798	ENSMUSG00000020181	Nav3
ENSG00000067829	ENSMUSG00000002010	Idh3g
ENSG00000067836	ENSMUSG00000022540	Rogdi
ENSG00000067840	ENSMUSG00000002006	Pdzd4
ENSG00000067842	ENSMUSG00000031376	Atp2b3
ENSG00000067900	ENSMUSG00000024290	Rock1
